Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
Northwest Indiana Area Health Education Center (Lake),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, and Starke counties",Lake,"Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, Starke",1,http://webs.purduecal.edu/nwi-ahec/,Sandra Behrens,sandra.behrens@purduecal.edu,219-989-2187
Northwest Indiana Area Health Education Center (Jasper),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, and Starke counties",Jasper,"Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, Starke",1,http://webs.purduecal.edu/nwi-ahec/,Sandra Behrens,sandra.behrens@purduecal.edu,219-989-2187
Northwest Indiana Area Health Education Center (LaPorte),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, and Starke counties",LaPorte,"Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, Starke",1,http://webs.purduecal.edu/nwi-ahec/,Sandra Behrens,sandra.behrens@purduecal.edu,219-989-2187
Northwest Indiana Area Health Education Center (Marshall),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, and Starke counties",Marshall,"Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, Starke",2,http://webs.purduecal.edu/nwi-ahec/,Sandra Behrens,sandra.behrens@purduecal.edu,219-989-2187
Northwest Indiana Area Health Education Center (Newton),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, and Starke counties",Newton,"Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, Starke",1,http://webs.purduecal.edu/nwi-ahec/,Sandra Behrens,sandra.behrens@purduecal.edu,219-989-2187
Northwest Indiana Area Health Education Center (Porter),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, and Starke counties",Porter,"Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, Starke",1,http://webs.purduecal.edu/nwi-ahec/,Sandra Behrens,sandra.behrens@purduecal.edu,219-989-2187
Northwest Indiana Area Health Education Center (StJoseph),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, and Starke counties",StJoseph,"Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, Starke",2,http://webs.purduecal.edu/nwi-ahec/,Sandra Behrens,sandra.behrens@purduecal.edu,219-989-2187
Northwest Indiana Area Health Education Center (Starke),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, and Starke counties",Starke,"Jasper, Lake, LaPorte, Marshall, Newton, Porter, St. Joseph, Starke",1,http://webs.purduecal.edu/nwi-ahec/,Sandra Behrens,sandra.behrens@purduecal.edu,219-989-2187
Region 2 Works Council (StJoseph),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,StJoseph,"St. Joesph, Elkhart, Marshall, Kosciusko, Fulton",2,http://in.gov/irwc/region2/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 2 Works Council (Elkhart),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Elkhart,"St. Joesph, Elkhart, Marshall, Kosciusko, Fulton",2,http://in.gov/irwc/region2/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 2 Works Council (Marshall),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Marshall,"St. Joesph, Elkhart, Marshall, Kosciusko, Fulton",2,http://in.gov/irwc/region2/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 2 Works Council (Kosciusko),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Kosciusko,"St. Joesph, Elkhart, Marshall, Kosciusko, Fulton",2,http://in.gov/irwc/region2/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 2 Works Council (Fulton),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Fulton,"St. Joesph, Elkhart, Marshall, Kosciusko, Fulton",2,http://in.gov/irwc/region2/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Northern Indiana Workforce Board (StJoseph),Workforce Investment Board,Not Readily Available,n/a,StJoseph,"St. Joesph, Elkhart, Marshall, Kosciusko, Fulton",2,http://www.gotoworkone.com/home/index.asp?page=10&recordid=821,Not Readily Available,Not Readily Available,Not Readily Available
Northern Indiana Workforce Board (Elkhart),Workforce Investment Board,Not Readily Available,n/a,Elkhart,"St. Joesph, Elkhart, Marshall, Kosciusko, Fulton",2,http://www.gotoworkone.com/home/index.asp?page=10&recordid=821,Not Readily Available,Not Readily Available,Not Readily Available
Northern Indiana Workforce Board (Marshall),Workforce Investment Board,Not Readily Available,n/a,Marshall,"St. Joesph, Elkhart, Marshall, Kosciusko, Fulton",2,http://www.gotoworkone.com/home/index.asp?page=10&recordid=821,Not Readily Available,Not Readily Available,Not Readily Available
Northern Indiana Workforce Board (Kosciusko),Workforce Investment Board,Not Readily Available,n/a,Kosciusko,"St. Joesph, Elkhart, Marshall, Kosciusko, Fulton",2,http://www.gotoworkone.com/home/index.asp?page=10&recordid=821,Not Readily Available,Not Readily Available,Not Readily Available
Northern Indiana Workforce Board (Fulton),Workforce Investment Board,Not Readily Available,n/a,Fulton,"St. Joesph, Elkhart, Marshall, Kosciusko, Fulton",2,http://www.gotoworkone.com/home/index.asp?page=10&recordid=821,Not Readily Available,Not Readily Available,Not Readily Available
Community Foundation of St. Joesph County,Community Foundation,Not Readily Available,n/a,StJoseph,n/a,2,http://www.cfsjc.org/,Not Readily Available,info@cfsjc.org,574-232-0041
Elkhart County Community Foundation Inc. ,Community Foundation,To improve the quality of life in Elkhart County by inspiring generosity,n/a,Elkhart,n/a,2,http://www.elkhartccf.org/,"Shannon Oakes, Office Manager",shannon@elkhartccf.org,574-295-8761
Kosciusko County Community Foundation,Community Foundation,Not Readily Available,n/a,Kosciusko,n/a,2,http://www.kcfoundation.org/,"Suzanne Light, Executive Director",kcf@kcfoundation.org,574-267-1901
Marshall County Community Foundation,Community Foundation,Not Readily Available,n/a,Marshall,n/a,2,http://marshallcountycf.org/,Not Readily Available,info@marshallcountycf.org,574-935-5159
Northern Indiana Community Foundation (Fulton),Community Foundation,"The Community Foundation creates and grows lasting endowments to fulfill donors' charitable goals while serving the needs of the community. The Community Foundations provide for permanence, flexibility, and reduction of tax burden for donors. It is a charitable public trust established under state and federal tax code, as a vehicle for people of all means to make a lasting difference in their community.",n/a,Fulton,"Miami, Starke",2,http://nicf.org/,"Terri L. Johnson, Executive Director",terri@nicf.org,574-223-2227
Northern Indiana Community Foundation (Miami),Community Foundation,"The Community Foundation creates and grows lasting endowments to fulfill donors' charitable goals while serving the needs of the community. The Community Foundations provide for permanence, flexibility, and reduction of tax burden for donors. It is a charitable public trust established under state and federal tax code, as a vehicle for people of all means to make a lasting difference in their community.",n/a,Miami,"Miami, Starke",4,http://nicf.org/,"Terri L. Johnson, Executive Director",terri@nicf.org,574-223-2227
Northern Indiana Community Foundation (Starke),Community Foundation,"The Community Foundation creates and grows lasting endowments to fulfill donors' charitable goals while serving the needs of the community. The Community Foundations provide for permanence, flexibility, and reduction of tax burden for donors. It is a charitable public trust established under state and federal tax code, as a vehicle for people of all means to make a lasting difference in their community.",n/a,Starke,"Miami, Starke",1,http://nicf.org/,"Terri L. Johnson, Executive Director",terri@nicf.org,574-223-2227
North Central Indiana Area Health Education Center (Benton),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",Benton,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",4,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
North Central Indiana Area Health Education Center (Carroll),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",Carroll,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",4,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
North Central Indiana Area Health Education Center (Cass),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",Cass,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",4,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
North Central Indiana Area Health Education Center (Clinton),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",Clinton,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",4,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
North Central Indiana Area Health Education Center (Fulton),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",Fulton,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",2,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
North Central Indiana Area Health Education Center (Howard),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",Howard,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",4,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
North Central Indiana Area Health Education Center (Miami),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",Miami,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",4,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
North Central Indiana Area Health Education Center (Pulaski),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",Pulaski,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",1,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
North Central Indiana Area Health Education Center (Tippecanoe),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",Tippecanoe,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",4,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
North Central Indiana Area Health Education Center (Tipton),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",Tipton,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",4,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
North Central Indiana Area Health Education Center (White),Regional Planning Initiative,"The mission of the Indiana AHEC Network is to improve health by recruiting, educating and retaining healthcare professionals for underserved communities in Indiana.","Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, and White counties",White,"Benton, Carroll, Cass, Clinton, Fulton, Howard, Miami, Pulaski, Tippecanoe, Tipton, White",4,http://www.nciahec.org/,Jeremy Ashcraft,ahec@fultondevelopment.org,574-223-2212
Region 3 Works Council (LaGrange),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,LaGrange,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 3 Works Council (Steuben),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Steuben,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 3 Works Council (Noble),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Noble,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 3 Works Council (DeKalb),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,DeKalb,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 3 Works Council (Whitley),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Whitley,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 3 Works Council (Allen),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Allen,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 3 Works Council (Wabash),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Wabash,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 3 Works Council (Huntington),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Huntington,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 3 Works Council (Wells),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Wells,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 3 Works Council (Adams),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Adams,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Region 3 Works Council (Grant),Regional Works Council,The Works Councils are chargedÿwith facilitating sector partnerships within their region and enhancing the career readiness of Hoosier adults and high school students through the development and support of innovative career and technical education (CTE) curricula,n/a,Grant,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://in.gov/irwc/region3/index.htm,Not Readily Available,Not Readily Available,Not Readily Available
Northeast Indiana Regional Workforce Board (LaGrange),Workforce Investment Board,Not Readily Available,n/a,LaGrange,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://www.workonenortheast.org/regional-information/regional-workforce-investment-board.html,Not Readily Available,Not Readily Available,(260) 724-2037
Northeast Indiana Regional Workforce Board (Steuben),Workforce Investment Board,Not Readily Available,n/a,Steuben,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://www.workonenortheast.org/regional-information/regional-workforce-investment-board.html,Not Readily Available,Not Readily Available,(260) 724-2037
Northeast Indiana Regional Workforce Board (Noble),Workforce Investment Board,Not Readily Available,n/a,Noble,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://www.workonenortheast.org/regional-information/regional-workforce-investment-board.html,Not Readily Available,Not Readily Available,(260) 724-2037
Northeast Indiana Regional Workforce Board (DeKalb),Workforce Investment Board,Not Readily Available,n/a,DeKalb,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://www.workonenortheast.org/regional-information/regional-workforce-investment-board.html,Not Readily Available,Not Readily Available,(260) 724-2037
Northeast Indiana Regional Workforce Board (Whitley),Workforce Investment Board,Not Readily Available,n/a,Whitley,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://www.workonenortheast.org/regional-information/regional-workforce-investment-board.html,Not Readily Available,Not Readily Available,(260) 724-2037
Northeast Indiana Regional Workforce Board (Allen),Workforce Investment Board,Not Readily Available,n/a,Allen,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://www.workonenortheast.org/regional-information/regional-workforce-investment-board.html,Not Readily Available,Not Readily Available,(260) 724-2037
Northeast Indiana Regional Workforce Board (Wabash),Workforce Investment Board,Not Readily Available,n/a,Wabash,"LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Wabash, Huntington, Wells, Adams, Grant",3,http://www.workonenortheast.org/regional-information/regional-workforce-investment-board.html,Not Readily Available,Not Readily Available,(260) 724-2037
